시도교육청코드,시도교육청명,행정표준코드,학교명,영문학교명,학교종류명,시도명,관할조직명,설립명,도로명우편번호,도로명주소,도로명상세주소,전화번호,홈페이지주소,남녀공학구분명,팩스번호,고등학교구분명,산업체특별학급존재여부,고등학교일반전문구분명,특수목적고등학교계열명,입시전후기구분명,주야구분명,설립일자,개교기념일,수정일자
J10,경기도교육청,7531602,경기오산소프트웨어고등학교,경기오산소프트웨어고등학교,고등학교,경기도,경기도교육청,공립,18122,경기도 오산시 궐동로 4,", - (궐동)",-,http://,남여공학,,특성화고,N,전문계,,전기,주간,20260301,20260301,20260104
J10,경기도교육청,7530909,경기외국어고등학교,Gyeonggi Academy of Foreign Languages,고등학교,경기도,경기도교육청,사립,16075,경기도 의왕시 고산로105번길 30,/ 경기외국어고등학교 (고천동),031-361-0500,www.gafl.hs.kr,남여공학,031-361-0598,특목고,N,일반계,,전기,주간,20040301,20080820,20230615
J10,경기도교육청,7530908,경기자동차과학고등학교,Gyeong Gi High School of Automotive Science,고등학교,경기도,경기도교육청,사립,14933,경기도 시흥시 금오로 103,/ 경기자동차과학고등학교 (무지내동/경기자동차과학고등학교),031-310-9000,www.ghas.hs.kr,남여공학,031-315-5106,특성화고,N,전문계,,전기,주간,19770625,19770625,20230615
J10,경기도교육청,7530937,경기창조고등학교,Gyeonggi Chang Jo High School,고등학교,경기도,경기도교육청,공립,17560,경기도 안성시 공도읍 공도5로 37,/ 경기창조고등학교 (공도읍),031-646-2200,https://ggcj-h.goean.kr,남여공학,031-692-5706,일반고,N,일반계,,전기,주간,20100301,20100506,20240310
J10,경기도교육청,7530046,경기체육고등학교,Gyeonggi Physical Education High School,고등학교,경기도,경기도교육청,공립,16322,경기도 수원시 장안구 상률로 106,/ 경기체육고등학교 (천천동),031-547-8500,www.gg-ph.hs.kr,남여공학,031-207-2084,특목고,N,일반계,체육계열,전기,주간,19950301,19950301,20230615
J10,경기도교육청,7531378,경기폴리텍고등학교,Gyeonggi Polytechnic High School,고등학교,경기도,경기도교육청,공립,15825,경기도 군포시 고산로 524,(산본동/ 경기폴리텍고등학교),031-390-4514,www.g-polytech.hs.kr,남여공학,031-390-4508,특성화고,N,전문계,,전기,주간,19940305,19940305,20230615
J10,경기도교육청,7531382,경기항공고등학교,Gyeonggi Aviation High School,고등학교,경기도,경기도교육청,사립,14271,경기도 광명시 새터안로 20,(광명동/ 경기항공고),02-2613-0024,www.gahs.hs.kr,남여공학,02-2618-5889,특성화고,N,전문계,,전기,주간,19770507,19770507,20230615
J10,경기도교육청,7530995,경민IT고등학교,Kyungmin Information Technology High School,고등학교,경기도,경기도교육청,사립,11618,경기도 의정부시 서부로 545,(가능동/경민IT고등학교),031-828-7841,https://kmit-h.goeujb.kr/kmit-h/main.do,남여공학,031-828-7955,특성화고,N,전문계,,전기,주간,19850122,19850122,20230615
J10,경기도교육청,7530141,경민고등학교,Kyungmin High School,고등학교,경기도,경기도교육청,사립,11618,경기도 의정부시 서부로 545,(가능동/경민고등학교),031-828-7801,https://kyungmin-h.goeujb.kr,남여공학,031-828-7629,일반고,N,일반계,,전기,주간,19710129,19710129,20230615
J10,경기도교육청,7531061,경민비즈니스고등학교,Kyungmin Business High School,고등학교,경기도,경기도교육청,사립,11618,경기도 의정부시 서부로 545,(가능동),031-828-7822,https://kmbiz-h.goeujb.kr,여,031-828-7954,특성화고,N,전문계,,전기,주간,19740107,19750304,20230615
J10,경기도교육청,7530143,경안고등학교,kyungan High School,고등학교,경기도,경기도교육청,사립,15335,경기도 안산시 단원구 당곡로 93,/ 경안고등학교 (고잔동),031-483-1833,http://kyungan.hs.kr,남여공학,031-483-1836,일반고,N,일반계,,전기,주간,19950114,19950114,20230615
J10,경기도교육청,7531055,경일관광경영고등학교,Kyong-Il High School Of Tourism and Business Management,고등학교,경기도,경기도교육청,사립,15219,경기도 안산시 단원구 석수로 131,(선부동/ 경일관광경영고등학교),031-3631-400,kyongil.hs.kr,남여공학,031-486-9119,특성화고,N,전문계,,전기,주간,19910301,19910301,20230615
J10,경기도교육청,7530993,경화여자English Business고등학교,Kyunghwa Girls` English Business High school,고등학교,경기도,경기도교육청,사립,12741,경기도 광주시 수하길11번길 43,(송정동),031-799-0600,https://kheb-h.goegh.kr,여,031-763-7412,특성화고,N,전문계,,전기,주간,20080301,20080301,20230615
J10,경기도교육청,7530535,경화여자고등학교,Kyunghwa girls High School,고등학교,경기도,경기도교육청,사립,12741,경기도 광주시 수하길11번길 43,(송정동),031-799-0500,https://kyunghwa-h.goegh.kr,여,031-764-2457,일반고,N,일반계,,전기,주간,19781108,19750601,20230615
J10,경기도교육청,7530047,계남고등학교,Gyenam High School,고등학교,경기도,경기도교육청,공립,14581,경기도 부천시 부흥로 261,/ 계남고등학교 (중동),032-717-7100,https://gyenam-h.goebc.kr,남여공학,032-717-7111,일반고,N,일반계,,전기,주간,19930301,19930301,20230615
J10,경기도교육청,7530144,계원예술고등학교,Kaywon High School of Arts,고등학교,경기도,경기도교육청,사립,13606,경기도 성남시 분당구 불정로 100,(정자동),031-710-8500,www.kaywon.hs.kr,남여공학,031-713-0727,특목고,N,일반계,예술계열,전기,주간,19800124,19801010,20230615
J10,경기도교육청,7531242,고림고등학교,Gorim High School,고등학교,경기도,경기도교육청,공립,17149,경기도 용인시 처인구 고림로165번길,(고림동),031-525-0500,http://gorim-h.goeyi.kr,남여공학,031-525-0598,일반고,N,일반계,,전후기,주간,20160301,20160301,20230716
J10,경기도교육청,7530878,고색고등학교,Gosaek High School,고등학교,경기도,경기도교육청,공립,16623,경기도 수원시 권선구 서둔로17번길 32,(고색동/ 고색고등학교),031-8012-6887,http://gosaek-h.goesw.kr,남,031-8012-6888,자율고,N,일반계,,전기,주간,20090301,20090605,20230615
J10,경기도교육청,7530576,고양고등학교,Koyang High School,고등학교,경기도,경기도교육청,공립,10556,경기도 고양시 덕양구 삼송로 171,(삼송동),02-350-5700,http://www.koyang.hs.kr,남여공학,02-350-5895,특성화고,N,전문계,,전기,주간,19380110,19380110,20230615
J10,경기도교육청,7530977,고양국제고등학교,Goyang Global High School,고등학교,경기도,경기도교육청,공립,10321,경기도 고양시 일산동구 위시티4로 112,(식사동),031-839-5000,http://www.ggg.hs.kr/,남여공학,82-31-962-9817,특목고,N,일반계,국제계열,전기,주간,20110301,20110301,20230615
J10,경기도교육청,7531099,고양동산고등학교,Goyang Dongsan High School,고등학교,경기도,경기도교육청,공립,10597,경기도 고양시 덕양구 동세로 20,(동산동),02-381-0097,http://www.gydongsan.hs.kr,남여공학,02-381-9244,일반고,N,일반계,,전기,주간,20130104,20130605,20230615
J10,경기도교육청,7530777,고양예술고등학교,GOYANG HIGH SCHOOL OF ARTS,고등학교,경기도,경기도교육청,사립,10228,경기도 고양시 일산서구 덕이로172번길 4-39,(덕이동),031-929-0700,http://www.goarts.hs.kr,남여공학,031-922-9048,특목고,N,일반계,예술계열,전기,주간,20051012,20051012,20230723
J10,경기도교육청,7530552,고양외국어고등학교,Goyang foreign language High School,고등학교,경기도,경기도교육청,사립,10286,경기도 고양시 덕양구 통일로 820,(관산동),031-969-9072,gyfl.hs.kr,남여공학,031-962-8169,특목고,N,일반계,외국어계열,전기,주간,19880304,19880304,20230716
J10,경기도교육청,7530892,고양일고등학교,Goyangil High School,고등학교,경기도,경기도교육청,공립,10275,경기도 고양시 덕양구 읍내로 13,(고양동/ 고양일고등학교),031-969-6756,http://goyangil.hs.kr/,남여공학,031-969-6658,일반고,N,일반계,,전기,주간,20090301,20080301,20230615
J10,경기도교육청,7530520,고잔고등학교,Kojan High School,고등학교,경기도,경기도교육청,공립,15478,경기도 안산시 단원구 광덕2로 222,(고잔동/ 고잔고등학교),031-486-6764,www.kojan.hs.kr,남여공학,031-486-6776,일반고,N,일반계,,전기,주간,20010105,20010105,20230615
J10,경기도교육청,7531375,고촌고등학교,GOCHON HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,10128,경기도 김포시 고촌읍 태리로47번길 20,(고촌읍),031-8048-5100,http://gochon.hs.kr/,남여공학,031-8048-5101,일반고,N,일반계,,전기,주간,20200301,20200301,20230615
J10,경기도교육청,7531239,곡정고등학교,Gokjeong High School,고등학교,경기도,경기도교육청,공립,16662,경기도 수원시 권선구 덕영대로 1190번길 130,/ 임의로 수정 (권선동/ 곡정고등학교),031-547-7000,http://www.gokjeong.hs.kr/,남여공학,031-235-7032,일반고,N,일반계,,후기,주간,20160104,20160607,20230615
J10,경기도교육청,7530632,곤지암고등학교,Gonjiam High School,고등학교,경기도,경기도교육청,공립,12804,경기도 광주시 곤지암읍 곤지암로 82,/ 곤지암고등학교 (곤지암읍),031-762-6040,gonjiam-h.goegh.kr,남여공학,031-763-1773,일반고,N,전문계,,전기,주간,19700305,19700305,20230615
J10,경기도교육청,7530048,과천고등학교,Gwacheon High School,고등학교,경기도,경기도교육청,공립,13836,경기도 과천시 꿈보람길 26,/ 과천고등학교 (별양동),02-3419-9145,www.gwacheon.hs.kr,남여공학,02-3418-9196,일반고,N,일반계,,전기,주간,19841127,19841127,20230615
J10,경기도교육청,7530145,과천여자고등학교,GWA CHEON WOMANS HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,13805,경기도 과천시 희망길 36,(중앙동/과천여자고등학교),02-502-3313,www.gcwoman.hs.kr,여,02-502-3315,일반고,N,일반계,,전기,주간,19760302,19760302,20230615
J10,경기도교육청,7530146,과천외국어고등학교,Gwacheon Foreign Language High School,고등학교,경기도,경기도교육청,사립,13805,경기도 과천시 희망길 36,(중앙동),02-504-3300,www.gcfl.or.kr,남여공학,02-502-6653,특목고,N,일반계,외국어계열,전기,주간,19891208,19900505,20230615
J10,경기도교육청,7530469,과천중앙고등학교,Gwacheon Jungang High School,고등학교,경기도,경기도교육청,공립,13841,경기도 과천시 교육원로 17,/ 과천중앙고등학교 (갈현동),02-3677-1807,www.gcja.hs.kr,남여공학,02-3679-5103,일반고,N,일반계,,전기,주간,20000301,20000301,20230615
J10,경기도교육청,7530553,관양고등학교,Gwanyang High School,고등학교,경기도,경기도교육청,공립,13927,경기도 안양시 동안구 일동로 115,(관양동),031-420-9440,www.gwanyang.hs.kr,남여공학,031-382-6316,일반고,N,일반계,,전기,주간,20020301,20020301,20230615
J10,경기도교육청,7530049,관인고등학교,Kwanin High School,고등학교,경기도,경기도교육청,공립,11101,경기도 포천시 관인면 관인로 20,(관인면/ 관인중고등학교),031-538-8200,www.kwanin.hs.kr,남여공학,031-534-0254,일반고,N,일반계,,전기,주간,19711214,19711214,20230615
J10,경기도교육청,7531040,광교고등학교,Gwanggyo High School,고등학교,경기도,경기도교육청,공립,16509,경기도 수원시 영통구 도청로89번길 11,(이의동),031-8061-8295,https://gwanggyo-h.goesw.kr,남여공학,031-216-0978,일반고,N,일반계,,전기,주간,20120301,20120605,20230615
J10,경기도교육청,7530885,광남고등학교,GWANGNAM HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,12779,경기도 광주시 회안대로 350-32,(장지동),031-761-8800,https://gwangnam-h.goegh.kr,남여공학,031-798-8619,일반고,N,일반계,,전기,주간,20090301,20090301,20230615
J10,경기도교육청,7530934,광덕고등학교,KWANGDEOK HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,15257,경기도 안산시 상록구 순환로 532,/ 광덕고등학교 (월피동/ 광덕고등학교),031-8040-4600,http://www.kwangdeok.hs.kr/,남여공학,031-475-0202,일반고,N,일반계,,전기,주간,20100301,20100301,20230615
J10,경기도교육청,7530542,광동고등학교,KWANG DONG HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,12015,경기도 남양주시 진접읍 장현로광동1길 10,/ 광동고등학교 (진접읍/ 광동중.고등학교),031-570-6600,www.kwangdong.hs.kr,남여공학,031-570-6610,일반고,N,일반계,,전기,주간,19520715,19520715,20230615
J10,경기도교육청,7530050,광명고등학교,Gwangmyeong High School,고등학교,경기도,경기도교육청,공립,14234,경기도 광명시 오리로876번길 17,(철산동/ 광명고등학교),02-2680-0583,www.gmhs.hs.kr,남여공학,02-2616-9258,일반고,N,일반계,,전기,주간,19741129,19741129,20230615
J10,경기도교육청,7530051,광명북고등학교,GwangmyeongBuk High School,고등학교,경기도,경기도교육청,공립,14225,경기도 광명시 시청로 127,(철산동),02-2615-9528,http://www.gmbh.kr/,남여공학,02-2681-6785,일반고,N,일반계,,전기,주간,19901203,19901203,20230615
J10,경기도교육청,7530053,광문고등학교,Kwangmun High School,고등학교,경기도,경기도교육청,공립,14283,경기도 광명시 원광명안로 39,(광명동),02-2610-2500,www.kmoon.hs.kr,남여공학,02-2685-6286,일반고,N,일반계,,전기,주간,19970114,19970114,20230615
J10,경기도교육청,7530521,광주고등학교,Gwangju High School,고등학교,경기도,경기도교육청,공립,12741,경기도 광주시 수하길19번길 43,/ 광주고등학교 (송정동),031-799-7110,https://gwangju-h.goegh.kr/,남,031-768-8676,일반고,N,일반계,,전기,주간,20010105,20010105,20230615
J10,경기도교육청,7530786,광주중앙고등학교,Gwangju Jungang High School,고등학교,경기도,경기도교육청,공립,12778,경기도 광주시 역동로63번길 1,/ 광주중앙고등학교 (역동),031-799-7443,https://gjja-h.goegh.kr/,남여공학,031-799-7382,일반고,N,전문계,,전기,주간,19520709,19520709,20230615
J10,경기도교육청,7530838,광탄고등학교,GWANG TAN HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,10948,경기도 파주시 광탄면 혜음로1128번길 16,(광탄면),031-956-0000,www.gtan.hs.kr,남여공학,031-947-3338,일반고,N,전문계,,전기,주간,19751114,19751114,20230615
J10,경기도교육청,7531100,광휘고등학교,GwangHwi High School,고등학교,경기도,경기도교육청,공립,14330,경기도 광명시 서원로 41,/ 광휘고등학교 (소하동),02-6310-9190,http://www.gwanghwi.hs.kr ,남여공학,02-2135-5480,일반고,N,일반계,,전기,주간,20130301,20130401,20230615
J10,경기도교육청,7530774,교하고등학교,Gyoha High School,고등학교,경기도,경기도교육청,공립,10874,경기도 파주시 책향기로 180,교하고등학교,031-949-8003,http://www.gyoha.hs.kr,남여공학,031-949-8027,일반고,N,일반계,,전기,주간,20050301,20060301,20230615
J10,경기도교육청,7530054,구리고등학교,GURI HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,11940,경기도 구리시 장자대로 89,(수택동/ 구리고등학교),031-556-3953,www.guri.hs.kr,남,031-556-3952,일반고,N,일반계,,전기,주간,19861201,19861201,20230615
J10,경기도교육청,7530055,구리여자고등학교,Guri Girls High School,고등학교,경기도,경기도교육청,공립,11945,경기도 구리시 벌말로 168,/ 구리여자고등학교 (토평동),031-563-7202,kuri-gh.hs.kr,여,031-555-5691,일반고,N,일반계,,전기,주간,19811125,19811125,20230615
J10,경기도교육청,7530611,구성고등학교,Koosung High School,고등학교,경기도,경기도교육청,공립,16917,경기도 용인시 기흥구 연원로42번길 47,/ 구성고등학교 (마북동),031-284-1380,https://koosung-h.goeyi.kr/,남여공학,031-284-1379,일반고,N,일반계,,전기,주간,20040301,20040406,20230615
J10,경기도교육청,7530766,군서고등학교,GunSeo high school,고등학교,경기도,경기도교육청,공립,15054,경기도 시흥시 군서마을로 100,(정왕동),031-363-1525,www.gunseo.hs.kr,남여공학,031-363-1500,일반고,N,일반계,,전기,주간,20060301,20060301,20230615
J10,경기도교육청,7531293,군자디지털과학고등학교,Gunja Digital Science  High School,고등학교,경기도,경기도교육청,공립,15067,경기도 시흥시 군자로487번길 54,(거모동/군자디지털과학고등학교),031-489-8114,www.gunja.hs.kr,남여공학,031-495-5005,특성화고,N,전문계,,전기,주간,19621206,19621206,20230615
J10,경기도교육청,7530902,군포e비즈니스고등학교,Gunpo e-Business High School,고등학교,경기도,경기도교육청,공립,15819,경기도 군포시 수리산로 153,(산본동/군포e비즈니스고등학교),031-390-5322,http://www.gunpo-ebiz.hs.kr,남여공학,031-398-2276,특성화고,N,전문계,,전기,주간,19941101,19941101,20230615
J10,경기도교육청,7530148,군포고등학교,Gunpo High School,고등학교,경기도,경기도교육청,사립,15833,경기도 군포시 오금로 118,/ 군포고등학교 (금정동),031-395-8001,www.gunpo.hs.kr,남여공학,031-395-8006,일반고,N,일반계,,전기,주간,19881202,19881202,20230615
J10,경기도교육청,7531272,군포중앙고등학교,GUNPO JOONGANG HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,15881,경기도 군포시 송부로 239,/ 군포중앙고등학교 (부곡동),070-4688-3500,http://gpja.hs.kr,남여공학,031-461-0925,자율고,N,일반계,,전후기,주간,20130301,20130301,20230615
J10,경기도교육청,7530057,권선고등학교,Kwonsun High School,고등학교,경기도,경기도교육청,공립,16557,경기도 수원시 권선구 세권로 276,(권선동/권선고등학교),031-230-0235,www.kwonsun.hs.kr,남여공학,031-239-6144,일반고,N,일반계,,전기,주간,19960113,19960113,20230615
J10,경기도교육청,7531381,근명고등학교,근명고등학교(KEUNMYUNG HIGHSCHOOL),고등학교,경기도,경기도교육청,사립,13998,경기도 안양시 만안구 삼덕로 49,(안양동),031-449-3567,http://www.kmh.hs.kr,남여공학,031-446-1208,특성화고,N,전문계,,전기,주간,19671005,19671005,20230615
J10,경기도교육청,7530629,금곡고등학교,Kumgok High School,고등학교,경기도,경기도교육청,공립,12238,경기도 남양주시 경춘로992번길 10,(금곡동),031-592-7081,www.kumgok.hs.kr,남여공학,031-592-9858,일반고,N,전문계,,전기,주간,19590322,19590322,20230615
J10,경기도교육청,7530656,금촌고등학교,Geumchon High School,고등학교,경기도,경기도교육청,공립,10934,경기도 파주시 쇠재1길 18,(금릉동/ 금촌고등학교),031-946-5672,www.geumchon.hs.kr,남여공학,031-946-5812,일반고,N,일반계,,전기,주간,20050301,20050301,20230615
J10,경기도교육청,7530522,기흥고등학교,Giheung High School,고등학교,경기도,경기도교육청,공립,16964,경기도 용인시 기흥구 관곡로 20,/ 기흥고등학교 (신갈동),031-679-1940,https://giheung-h.goeyi.kr/,남여공학,031-679-1980,일반고,N,일반계,,전기,주간,20010105,20010105,20230615
J10,경기도교육청,7530058,김포고등학교,Gimpo High School,고등학교,경기도,경기도교육청,공립,10107,경기도 김포시 봉화로 37-15,/ 김포고등학교 (사우동),031-984-2377,www.gimpo.hs.kr,남여공학,031-983-8228,일반고,N,일반계,,전기,주간,19550418,19550418,20230615
J10,경기도교육청,7531517,김포과학기술고등학교,Gimpo Science Technology High School,고등학교,경기도,경기도교육청,공립,10106,경기도 김포시 봉화로 69,"(북변동, 김포제일공업고등학교)",031-999-3655,gpst-h.gpoe.kr,남여공학,031-982-9546,특성화고,N,전문계,,전기,주간,19360417,19360417,20230615
J10,경기도교육청,7530745,김포외국어고등학교,Gimpo Foreign Language High School,고등학교,경기도,경기도교육청,사립,10023,경기도 김포시 월곶면 김포대로 2537,(월곶면/김포외국어고등학교),031-996-7700,www.gfl.hs.kr,남여공학,031-996-7704,특목고,N,일반계,외국어계열,전기,주간,20060301,20060301,20230615
J10,경기도교육청,7531149,김포제일고등학교,Gimpojeil high school,고등학교,경기도,경기도교육청,공립,10073,경기도 김포시 김포한강11로 242,/ 김포제일고등학교 (운양동),031-950-6511,http://gimpojeil.hs.kr,남여공학,031-950-6519,일반고,N,일반계,,전후기,주간,19360417,19360417,20230615
J10,경기도교육청,7531530,김포호수고등학교,Gimpo-hosu High School,고등학교,경기도,경기도교육청,공립,10063,경기도 김포시 김포한강4로420번길 115,(구래동),031-8049-9160,https://gimpohosu-h.gpoe.kr/,남여공학,031-985-9052,일반고,N,일반계,,전기,주간,20250301,20250301,20241027
J10,경기도교육청,7530880,나루고등학교,Naru High School,고등학교,경기도,경기도교육청,공립,18440,경기도 화성시 금반2길 13,(반송동),031-8055-6700,http://www.naru.hs.kr,남여공학,031-8055-6800,일반고,N,일반계,,전기,주간,20090102,20090504,20230615
J10,경기도교육청,7530149,낙생고등학교,Naksaeng High School,고등학교,경기도,경기도교육청,사립,13480,경기도 성남시 분당구 대왕판교로 477,(판교동),031-780-6314,https://naksaeng-h.goesn.kr,남여공학,031-708-8646,일반고,N,일반계,,전기,주간,19751114,19751114,20230615
J10,경기도교육청,7530783,남양고등학교,Namyang High School,고등학교,경기도,경기도교육청,공립,18262,경기도 화성시 남양읍 시청로45번길 23,/ 남양고등학교 (남양읍),031-8077-1790,http://namyang.hs.kr/,남여공학,031-8077-1793,일반고,N,전문계,,전기,주간,19540409,19540409,20230615
J10,경기도교육청,7531425,남양주고등학교,Namyangju High School,고등학교,경기도,경기도교육청,공립,12190,경기도 남양주시 화도읍 경춘로2192번길 25,(화도읍/ 남양주고등학교),031-590-3700/3800,www.namyangju.hs.kr,남여공학,031-593-4345,특성화고,N,전문계,,전기,주간,19970301,19970301,20230615
J10,경기도교육청,7531376,남양주다산고등학교,NAMYANGJU DASAN HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,12285,경기도 남양주시 다산중앙로146번길 50,(다산동/ 남양주다산고등학교),031-522-7400,http://nydasan.hs.kr,남여공학,031-523-3674,일반고,N,일반계,,전기,주간,20200301,20200301,20230615
J10,경기도교육청,7530059,남한고등학교,Namhan High School,고등학교,경기도,경기도교육청,공립,12978,경기도 하남시 신평로 25,/ 남한고등학교 (덕풍동),031-790-3800,www.namhan.hs.kr,남여공학,031-792-5679,일반고,N,일반계,,전기,주간,19620127,19620127,20230615
J10,경기도교육청,7531527,내손고등학교,내손고등학교,고등학교,경기도,경기도교육청,공립,16033,경기도 의왕시 내손순환로 51,(내손동),031-467-0400,http://naeson.goegu.kr,남여공학,031-423-5946,특성화고,N,일반계,,전기,주간,20250301,20250301,20250302
J10,경기도교육청,7530625,늘푸른고등학교,Neulpureun High School,고등학교,경기도,경기도교육청,공립,13554,경기도 성남시 분당구 성남대로407번길 26,(정자동),031-726-4041,https://npr-h.goesn.kr,남여공학,031-726-4045,일반고,N,일반계,,전기,주간,20040301,20040301,20230615
J10,경기도교육청,7530060,능곡고등학교,NUNGGOKHIGHSCHOOL,고등학교,경기도,경기도교육청,공립,10515,경기도 고양시 덕양구 지도로 76,(토당동),031-972-1939,http://nunggok.hs.kr,남여공학,031-972-4784,일반고,N,일반계,,전기,주간,19620301,19620301,20230615
J10,경기도교육청,7530942,능동고등학교,Neungdong High School,고등학교,경기도,경기도교육청,공립,18424,경기도 화성시 동탄원천로 315-26,(능동고등학교),031-8015-3081,http://www.neungdong.hs.kr,남여공학,031-8015-3086,일반고,N,일반계,,전기,주간,20100301,20100301,20230615
J10,경기도교육청,7530608,다산고등학교,Da-San High School,고등학교,경기도,경기도교육청,사립,17308,경기도 이천시 경충대로 2856,/ 다산고등학교 (사음동),031-645-7120,https://dasan.goeic.kr/,남여공학,031-638-4964,일반고,N,전문계,,전기,주간,19950301,19950504,20230615
J10,경기도교육청,7531604,다율고등학교,다율고등학교,고등학교,경기도,경기도파주교육지원청,공립,10876,경기도 파주시 교하로 1106,(다율동),-,http://,남여공학,,일반고,N,일반계,,전기,주야간,20260301,20260301,20260104
J10,경기도교육청,7530654,단원고등학교,Danwon High School,고등학교,경기도,경기도교육청,공립,15334,경기도 안산시 단원구 단원로 55,(고잔동),031-488-0087,http://danwon.hs.kr/,남여공학,031-402-1432,일반고,N,일반계,,전기,주간,20050105,20050506,20230615
J10,경기도교육청,7530785,대부고등학교,Daebu High School,고등학교,경기도,경기도교육청,공립,15645,경기도 안산시 단원구 대부중앙로 3,(대부북동),032-886-4272,daebu.hs.kr,남여공학,032-886-4279,일반고,N,전문계,,전기,주간,19760616,19760616,20230615
J10,경기도교육청,7530150,대신고등학교,Daeshin High School,고등학교,경기도,경기도교육청,사립,12611,경기도 여주시 대신면 여양로 1196,/ 대신중고등학교 (대신면),031-882-8736,https://daeshin-h.goeyj.kr,남여공학,031-883-7944,일반고,N,일반계,,전기,주간,19550216,19550714,20230615
J10,경기도교육청,7530824,대지고등학교,Daeji High School,고등학교,경기도,경기도교육청,공립,16889,경기도 용인시 수지구 동백죽전대로 1066,(죽전동/ 대지고등학교),031-210-2810,https://daeji-h.goeyi.kr,남여공학,031-889-9246,일반고,N,일반계,,전기,주간,20070301,20070301,20230615
J10,경기도교육청,7530554,대평고등학교,Daepyeong High School,고등학교,경기도,경기도교육청,공립,16332,경기도 수원시 장안구 천천로22번길 21,(정자동/대평고등학교),031-259-3804,www.daepyeong.hs.kr,남여공학,031-259-3969,일반고,N,일반계,,전기,주간,20010913,20010913,20230615
J10,경기도교육청,7531042,대화고등학교,Daehwa High School,고등학교,경기도,경기도교육청,공립,10221,경기도 고양시 일산서구 대화로 100,(대화동),031-911-1963,http://www.daehwa-is.hs.kr,남여공학,031-911-5711,일반고,N,일반계,,전기,주간,20120301,20120301,20230615
J10,경기도교육청,7530619,덕계고등학교,Deokgye high school,고등학교,경기도,경기도교육청,공립,11440,경기도 양주시 평화로1489번길 34,(덕계동/덕계고등학교),031-858-9694,https://deokgye-h.goedy.kr/deokgye-h/main.do#,남여공학,031-858-9695,일반고,N,일반계,,전기,주간,20050301,20040301,20230615
J10,경기도교육청,7530555,덕산고등학교,Duksan High School,고등학교,경기도,경기도교육청,공립,14434,경기도 부천시 오정로266번길 69,(오정동/ 덕산고등학교),070-7094-1508,www.duksan-h.hs.kr,남여공학,032-684-1092,일반고,N,일반계,,전기,주간,20020301,20020301,20230615
J10,경기도교육청,7530151,덕소고등학교,Deokso High School,고등학교,경기도,경기도교육청,사립,12274,경기도 남양주시 와부읍 덕소로 194,(와부읍/덕소고등학교),031-577-6284,www.deokso.hs.kr,남여공학,031-577-7830,일반고,N,일반계,,전기,주간,19830428,19830428,20230615
J10,경기도교육청,7531328,덕영고등학교,DUKYOUNG HIGH SCHOOL,고등학교,경기도,경기도교육청,사립,17151,경기도 용인시 처인구 고림로74번길 15,/ 덕영고등학교 (고림동/ 덕영고등학교),031-329-4300,dukyoung-h.goeyi.kr,남여공학,031-329-4310,특성화고,N,전문계,,전기,주간,19740110,19740110,20230615
J10,경기도교육청,7531043,덕이고등학교,Deogi High School,고등학교,경기도,경기도교육청,공립,10236,경기도 고양시 일산서구 하이파크1로 64,(덕이동/ 덕이고등학교),031-960-3600,http://www.deogi.hs.kr/,남여공학,031-960-3654,일반고,N,일반계,,후기,주간,20120301,20120504,20230615
J10,경기도교육청,7530470,덕정고등학교,DEOK-JEONG HIGH SCHOOL,고등학교,경기도,경기도교육청,공립,11454,경기도 양주시 화합로 1488,(고암동),031-858-6383,https://deokjeong-h.goedy.kr/,남여공학,031-858-6384,일반고,N,일반계,,전기,주간,19990122,19990504,20230615
J10,경기도교육청,7530979,덕현고등학교,Deokhyeon High School,고등학교,경기도,경기도교육청,공립,11493,경기도 양주시 고읍북로 36,/ 덕현고등학교 (만송동),031-850-2600,https://deokhyeon-h.goedy.kr,남여공학,031-856-1268,일반고,N,일반계,,전기,주간,20110301,20110506,20230615
J10,경기도교육청,7530857,도농고등학교,Donong High School,고등학교,경기도,경기도교육청,공립,12253,경기도 남양주시 다산순환로 1,(다산동/ 도농고등학교),031-522-6022,http://www.donong.hs.kr,남여공학,031-522-6028,일반고,N,일반계,,전기,주간,20080301,20080605,20230615
J10,경기도교육청,7530471,도당고등학교,Dodang High School,고등학교,경기도,경기도교육청,공립,14481,경기도 부천시 삼작로256번길 53-3,(도당동/ 도당고등학교),032-680-8514,dodang-h.goebc.kr,남여공학,032-677-0848,일반고,N,일반계,,전기,주간,19990201,19990201,20230615
J10,경기도교육청,7531165,도래울고등학교,Doraeul High School,고등학교,경기도,경기도교육청,공립,10551,경기도 고양시 덕양구 도래울1로 67,(도내동),031-968-9261,http://doraeul.hs.kr,남여공학,031-968-9264,일반고,N,일반계,,전기,주간,20150301,20150504,20230615
