능력단위코드,자격종목코드,자격종목명,능력단위유형코드,능력단위유형명,최소훈련시간,훈련기준시간합계,필수능력단위기준시간,선택능력단위기준시간,직무기초능력기준시간,시험기관명,능력단위명,기준버전
1506030203_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,윤활장치 정비,v3.0
1506030204_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,연료장치 정비,v3.0
1506030206_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,흡·배기장치 정비,v3.0
1506030322_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,클러치·수동변속기 정비,v3.0
1506030313_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,유압식 제동장치 정비,v3.0
1506030323_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,드라이브라인 정비,v3.0
1506030324_17v3,E281,자동차정비기능사,MAND,필수,30,500,360,110,30,한국산업인력공단,휠·타이어·얼라인먼트 정비,v3.0
1506030103_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,냉·난방장치 정비,v3.0
1506030202_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,냉각장치 정비,v3.0
1506030205_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,엔진점화장치 정비,v3.0
1506030214_17v3,E281,자동차정비기능사,SEL,선택,15,500,360,110,30,한국산업인력공단,자동차정비 고객상담,v3.0
1506030606_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,배출가스 검사,v3.0
1506030308_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,유압식 현가장치 정비,v3.0
1506030310_17v3,E281,자동차정비기능사,SEL,선택,30,500,360,110,30,한국산업인력공단,조향장치 정비,v3.0
1506030319_17v3,E281,자동차정비기능사,SEL,선택,15,500,360,110,30,한국산업인력공단,자동차 정비 작업환경 관리,v3.0
1506030601_17v3,E281,자동차정비기능사,SEL,선택,15,500,360,110,30,한국산업인력공단,동일성확인,v3.0
1506030215_17v3,E281,자동차정비기능사,SEL,선택,15,500,360,110,30,한국산업인력공단,자동차정비 장비 유지보수,v3.0
1506030206_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,흡·배기장치 정비,v4.0
1506030313_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,유압식 제동장치 정비,v4.0
1506030322_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,클러치·수동변속기 정비,v4.0
1506030323_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,드라이브라인 정비,v4.0
1506030324_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,휠·타이어·얼라인먼트 정비,v4.0
1506030101_20v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,자동차 충전장치 정비,v4.0
1506030102_20v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,자동차 시동장치 정비,v4.0
1506030105_20v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,자동차 편의장치 정비,v4.0
1506030106_20v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,자동차 등화장치 정비,v4.0
1506030201_18v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,엔진본체 정비,v4.0
1506030203_18v4,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,윤활장치 정비,v4.0
1506030204_17v3,E281,자동차정비기능사,MAND,필수,30,400,360,0,12,한국산업인력공단,연료장치 정비,v4.0
1506030324_23v4,E281,자동차정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,휠·타이어·얼라인먼트 정비,v5.0
1506030323_23v4,E281,자동차정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,드라이브라인 정비,v5.0
1506030105_20v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,자동차 편의장치 정비,v5.0
1506030327_23v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,제동장치 정비,v5.0
1506030106_20v4,E281,자동차정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,자동차 등화장치 정비,v5.0
1506030322_23v4,E281,자동차정비기능사,MAND,필수,15,400,300,0,12,한국산업인력공단,클러치·수동변속기 정비,v5.0
1506030203_18v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,윤활장치 정비,v5.0
1506030204_17v3,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,연료장치 정비,v5.0
1506030206_17v3,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,흡·배기장치 정비,v5.0
1506030102_20v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,자동차 시동장치 정비,v5.0
1506030101_20v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,자동차 충전장치 정비,v5.0
1506030201_18v4,E281,자동차정비기능사,MAND,필수,30,400,300,0,12,한국산업인력공단,엔진본체 정비,v5.0
1506030417_16v3,E285,자동차차체수리기능사,MAND,필수,75,600,495,75,30,한국산업인력공단,차체 패널 교환,v1.0
1506030407_14v2,E285,자동차차체수리기능사,MAND,필수,60,600,495,75,30,한국산업인력공단,볼트 온 패널 단품 교환,v1.0
1506030413_14v2,E285,자동차차체수리기능사,MAND,필수,30,600,495,75,30,한국산업인력공단,차체정비 장비 유지보수,v1.0
1506030416_16v3,E285,자동차차체수리기능사,MAND,필수,75,600,495,75,30,한국산업인력공단,차체 패널 수정,v1.0
1506030415_16v3,E285,자동차차체수리기능사,MAND,필수,60,600,495,75,30,한국산업인력공단,차체 접합,v1.0
1506030414_16v3,E285,자동차차체수리기능사,MAND,필수,75,600,495,75,30,한국산업인력공단,차체 용접,v1.0
1506030404_14v2,E285,자동차차체수리기능사,MAND,필수,120,600,495,75,30,한국산업인력공단,차체 수정,v1.0
1506030403_16v3,E285,자동차차체수리기능사,SEL,선택,60,600,495,75,30,한국산업인력공단,차체수리계획,v1.0
1506030408_16v3,E285,자동차차체수리기능사,SEL,선택,60,600,495,75,30,한국산업인력공단,차체 방음·방청·방진·방수 작업,v1.0
1506030401_16v3,E285,자동차차체수리기능사,SEL,선택,60,600,495,75,30,한국산업인력공단,차량파손 분석,v1.0
1506030412_14v2,E285,자동차차체수리기능사,SEL,선택,60,600,495,75,30,한국산업인력공단,차체정비 작업환경 관리,v1.0
1506030411_16v3,E285,자동차차체수리기능사,SEL,선택,60,600,495,75,30,한국산업인력공단,차체정비 고객상담,v1.0
1506030410_16v3,E285,자동차차체수리기능사,SEL,선택,30,600,495,75,30,한국산업인력공단,차체 수리 마무리 점검,v1.0
1506030417_16v3,E285,자동차차체수리기능사,MAND,필수,60,320,300,80,12,한국산업인력공단,차체 패널 교환,v2.0
1506030413_14v2,E285,자동차차체수리기능사,MAND,필수,15,320,300,80,12,한국산업인력공단,차체정비 장비 유지보수,v2.0
1506030416_16v3,E285,자동차차체수리기능사,MAND,필수,30,320,300,80,12,한국산업인력공단,차체 패널 수정,v2.0
1506030415_16v3,E285,자동차차체수리기능사,MAND,필수,45,320,300,80,12,한국산업인력공단,차체 접합,v2.0
1506030407_14v2,E285,자동차차체수리기능사,MAND,필수,60,320,300,80,12,한국산업인력공단,볼트 온 패널 단품 교환,v2.0
1506030404_14v2,E285,자동차차체수리기능사,MAND,필수,30,320,300,80,12,한국산업인력공단,차체 수정,v2.0
1506030414_16v3,E285,자동차차체수리기능사,MAND,필수,60,320,300,80,12,한국산업인력공단,차체 용접,v2.0
1506030412_14v2,E285,자동차차체수리기능사,SEL,선택,15,320,300,80,12,한국산업인력공단,차체정비 작업환경 관리,v2.0
1506030411_16v3,E285,자동차차체수리기능사,SEL,선택,15,320,300,80,12,한국산업인력공단,차체정비 고객상담,v2.0
1506030410_16v3,E285,자동차차체수리기능사,SEL,선택,30,320,300,80,12,한국산업인력공단,차체 수리 마무리 점검,v2.0
1506030408_16v3,E285,자동차차체수리기능사,SEL,선택,60,320,300,80,12,한국산업인력공단,차체 방음·방청·방진·방수 작업,v2.0
1506030403_16v3,E285,자동차차체수리기능사,SEL,선택,30,320,300,80,12,한국산업인력공단,차체수리계획,v2.0
1506030401_16v3,E285,자동차차체수리기능사,SEL,선택,30,320,300,80,12,한국산업인력공단,차량파손 분석,v2.0
1506030601_17v3,E285,자동차차체수리기능사,SEL,선택,15,320,300,80,12,한국산업인력공단,동일성확인,v2.0
1506030402_16v3,E285,자동차차체수리기능사,SEL,선택,30,320,300,80,12,한국산업인력공단,차체 변형계측작업,v2.0
1506030319_17v3,E285,자동차차체수리기능사,SEL,선택,15,320,300,80,12,한국산업인력공단,자동차 정비 작업환경 관리,v2.0
1506030608_17v3,E285,자동차차체수리기능사,SEL,선택,15,320,300,80,12,한국산업인력공단,튜닝업무,v2.0
1509030306_14v1,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기왕복엔진 시동계통 점검,v1.0
1509030304_17v2,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기왕복엔진 냉각계통 점검,v1.0
1509030301_14v1,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기왕복엔진 외부검사,v1.0
1509030212_17v3,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기가스터빈엔진 계통 점검,v1.0
1509030211_17v3,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기가스터빈엔진 점검,v1.0
1509030205_14v1,E288,항공기정비기능사,MAND,필수,15,400,315,0,12,한국산업인력공단,항공기가스터빈엔진 부품세척,v1.0
1509030107_14v1,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기 조종케이블·로드작업,v1.0
1509030104_14v1,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기 배관작업,v1.0
1509030103_17v2,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기 판금작업,v1.0
1509030102_14v1,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기 측정작업,v1.0
1509030101_17v3,E288,항공기정비기능사,MAND,필수,30,400,315,0,12,한국산업인력공단,항공기기체 기본작업,v1.0
1509030101_17v3,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기기체 기본작업,v1.0
1509030102_14v1,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기 측정작업,v1.0
1509030601_14v1,E289,항공전기·전자정비기능사,MAND,필수,45,400,270,0,12,한국산업인력공단,항공 전기·전자 기본 작업,v1.0
1509030603_17v2,E289,항공전기·전자정비기능사,MAND,필수,45,400,270,0,12,한국산업인력공단,항공기 전기계통 점검,v1.0
1509030604_14v1,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기 화재방지계통 점검,v1.0
1509030605_14v1,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기 통신계통 점검,v1.0
1509030606_14v1,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기 조명계통 점검,v1.0
1509030607_17v2,E289,항공전기·전자정비기능사,MAND,필수,30,400,270,0,12,한국산업인력공단,항공기 계기계통 점검,v1.0
1509030103_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 판금작업,v1.0
1509030108_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 외피수리작업,v1.0
1509030109_16v2,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 표면처리작업,v1.0
1509030101_16v2,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기기체 기본작업,v1.0
1509030104_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 배관작업,v1.0
1509030105_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 용접작업,v1.0
1509030106_16v2,E291,항공기체정비기능사,MAND,필수,60,600,375,195,30,한국산업인력공단,항공기 복합재료작업,v1.0
1509030107_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 조종케이블·로드작업,v1.0
1509040108_16v2,E291,항공기체정비기능사,SEL,선택,60,600,375,195,30,한국산업인력공단,항공기자재·보급관리,v1.0
1509040107_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 안전관리,v1.0
1509030110_14v1,E291,항공기체정비기능사,SEL,선택,60,600,375,195,30,한국산업인력공단,항공기 기체구조정비작업,v1.0
1509030501_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 지상취급,v1.0
1509040302_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 인명구조 장비 점검,v1.0
1509040303_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 비상조난신호 장비 점검,v1.0
1509040306_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 안전벨트 점검,v1.0
1509030102_14v1,E291,항공기체정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기 측정작업,v1.0
1509030108_17v2,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 기체 외피수리작업,v2.0
1509030101_17v3,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기기체 기본작업,v2.0
1509030103_17v2,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 판금작업,v2.0
1509030107_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 조종케이블·로드작업,v2.0
1509030106_17v3,E291,항공기체정비기능사,MAND,필수,60,600,375,195,30,한국산업인력공단,항공기 복합재료 수리작업,v2.0
1509030105_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 용접작업,v2.0
1509030104_14v1,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 배관작업,v2.0
1509030109_16v2,E291,항공기체정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기 표면처리작업,v2.0
1509040303_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 비상조난신호 장비 점검,v2.0
1509040302_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 인명구조 장비 점검,v2.0
1509040107_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 안전관리,v2.0
1509040108_16v2,E291,항공기체정비기능사,SEL,선택,60,600,375,195,30,한국산업인력공단,항공기자재·보급관리,v2.0
1509030501_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 지상취급,v2.0
1509030110_17v2,E291,항공기체정비기능사,SEL,선택,60,600,375,195,30,한국산업인력공단,항공기 기체구조정비작업,v2.0
1509030102_14v1,E291,항공기체정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기 측정작업,v2.0
1509040306_14v1,E291,항공기체정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 안전벨트 점검,v2.0
1509030101_17v3,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기기체 기본작업,v3.0
1509030103_17v2,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 판금작업,v3.0
1509030104_14v1,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 배관작업,v3.0
1509030105_14v1,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 용접작업,v3.0
1509030106_17v3,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 복합재료 수리작업,v3.0
1509030107_14v1,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 조종케이블·로드작업,v3.0
1509030108_17v2,E291,항공기체정비기능사,MAND,필수,45,500,345,125,12,한국산업인력공단,항공기 기체 외피수리작업,v3.0
1509030109_16v2,E291,항공기체정비기능사,MAND,필수,30,500,345,125,12,한국산업인력공단,항공기 표면처리작업,v3.0
1509030102_14v1,E291,항공기체정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 측정작업,v3.0
1509030110_17v2,E291,항공기체정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기 기체구조정비작업,v3.0
1509030501_14v1,E291,항공기체정비기능사,SEL,선택,30,500,345,125,12,한국산업인력공단,항공기 지상취급,v3.0
1509040108_16v2,E291,항공기체정비기능사,SEL,선택,45,500,345,125,12,한국산업인력공단,항공기자재·보급관리,v3.0
1509040107_14v1,E291,항공기체정비기능사,SEL,선택,15,500,345,125,12,한국산업인력공단,항공기 안전관리,v3.0
1509040302_14v1,E291,항공기체정비기능사,SEL,선택,30,500,345,125,12,한국산업인력공단,항공기 인명구조 장비 점검,v3.0
1509040303_14v1,E291,항공기체정비기능사,SEL,선택,15,500,345,125,12,한국산업인력공단,항공기 비상조난신호 장비 점검,v3.0
1509040306_14v1,E291,항공기체정비기능사,SEL,선택,15,500,345,125,12,한국산업인력공단,항공기 안전벨트 점검,v3.0
1509030309_16v2,E292,항공기관정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 전기계통 점검,v1.0
1509030307_16v2,E292,항공기관정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 점화계통 점검,v1.0
1509030305_14v1,E292,항공기관정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 연료계통 점검,v1.0
1509030303_14v1,E292,항공기관정비기능사,MAND,필수,30,600,375,195,30,한국산업인력공단,항공기왕복엔진 윤활계통 점검,v1.0
1509030202_14v1,E292,항공기관정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 외부 장착품 장·탈착,v1.0
1509030212_16v2,E292,항공기관정비기능사,MAND,필수,30,600,375,195,30,한국산업인력공단,항공기가스터빈 엔진계통 사전점검,v1.0
1509030211_16v2,E292,항공기관정비기능사,MAND,필수,30,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 부분 사전점검,v1.0
1509030207_14v1,E292,항공기관정비기능사,MAND,필수,60,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 부품수리,v1.0
1509030302_16v2,E292,항공기관정비기능사,MAND,필수,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 흡·배기계통 점검,v1.0
1509030301_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 외부검사,v1.0
1509030304_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 냉각계통 점검,v1.0
1509030206_14v1,E292,항공기관정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 부품검사,v1.0
1509030205_14v1,E292,항공기관정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 부품세척,v1.0
1509030204_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기가스터빈엔진 모듈 분해조립,v1.0
1509030102_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기 측정작업,v1.0
1509040108_16v2,E292,항공기관정비기능사,SEL,선택,60,600,375,195,30,한국산업인력공단,항공기자재·보급관리,v1.0
1509040107_14v1,E292,항공기관정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 안전관리,v1.0
1509030408_14v1,E292,항공기관정비기능사,SEL,선택,30,600,375,195,30,한국산업인력공단,항공기 프로펠러 저장 정비,v1.0
1509030401_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기 프로펠러 점검,v1.0
1509030306_14v1,E292,항공기관정비기능사,SEL,선택,45,600,375,195,30,한국산업인력공단,항공기왕복엔진 시동계통 점검,v1.0
1509030202_17v2,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기가스터빈엔진 외부 장착품 장·탈착,v2.0
1509030211_17v3,E292,항공기관정비기능사,MAND,필수,30,600,360,210,30,한국산업인력공단,항공기가스터빈엔진 점검,v2.0
1509030212_17v3,E292,항공기관정비기능사,MAND,필수,30,600,360,210,30,한국산업인력공단,항공기가스터빈엔진 계통 점검,v2.0
1509030312_17v3,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기 왕복엔진 배기계통 점검,v2.0
1509030311_17v3,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기 왕복엔진 흡입기계통 점검,v2.0
1509030307_16v2,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 점화계통 점검,v2.0
1509030305_14v1,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 연료계통 점검,v2.0
1509030303_14v1,E292,항공기관정비기능사,MAND,필수,30,600,360,210,30,한국산업인력공단,항공기왕복엔진 윤활계통 점검,v2.0
1509030309_17v3,E292,항공기관정비기능사,MAND,필수,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 전기계통 점검,v2.0
1509040107_14v1,E292,항공기관정비기능사,SEL,선택,30,600,360,210,30,한국산업인력공단,항공기 안전관리,v2.0
1509030408_14v1,E292,항공기관정비기능사,SEL,선택,30,600,360,210,30,한국산업인력공단,항공기 프로펠러 저장 정비,v2.0
1509030306_14v1,E292,항공기관정비기능사,SEL,선택,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 시동계통 점검,v2.0
1509030401_14v1,E292,항공기관정비기능사,SEL,선택,45,600,360,210,30,한국산업인력공단,항공기 프로펠러 점검,v2.0
1509030304_14v1,E292,항공기관정비기능사,SEL,선택,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 냉각계통 점검,v2.0
1509030301_14v1,E292,항공기관정비기능사,SEL,선택,45,600,360,210,30,한국산업인력공단,항공기왕복엔진 외부검사,v2.0
1509030206_14v1,E292,항공기관정비기능사,SEL,선택,30,600,360,210,30,한국산업인력공단,항공기가스터빈엔진 부품검사,v2.0
1509030205_14v1,E292,항공기관정비기능사,SEL,선택,30,600,360,210,30,한국산업인력공단,항공기가스터빈엔진 부품세척,v2.0
1509030102_14v1,E292,항공기관정비기능사,SEL,선택,45,600,360,210,30,한국산업인력공단,항공기 측정작업,v2.0
1509040108_16v2,E292,항공기관정비기능사,SEL,선택,60,600,360,210,30,한국산업인력공단,항공기자재·보급관리,v2.0
1509030312_17v3,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기 왕복엔진 배기계통 점검,v3.0
1509030211_17v3,E292,항공기관정비기능사,MAND,필수,30,500,360,110,12,한국산업인력공단,항공기가스터빈엔진 점검,v3.0
1509030212_17v3,E292,항공기관정비기능사,MAND,필수,30,500,360,110,12,한국산업인력공단,항공기가스터빈엔진 계통 점검,v3.0
1509030311_17v3,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기 왕복엔진 흡입기계통 점검,v3.0
1509030202_17v2,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기가스터빈엔진 외부 장착품 장·탈착,v3.0
1509030305_14v1,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 연료계통 점검,v3.0
1509030309_17v3,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 전기계통 점검,v3.0
1509030307_16v2,E292,항공기관정비기능사,MAND,필수,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 점화계통 점검,v3.0
1509030303_14v1,E292,항공기관정비기능사,MAND,필수,30,500,360,110,12,한국산업인력공단,항공기왕복엔진 윤활계통 점검,v3.0
1509030401_14v1,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기 프로펠러 점검,v3.0
1509030408_14v1,E292,항공기관정비기능사,SEL,선택,30,500,360,110,12,한국산업인력공단,항공기 프로펠러 저장 정비,v3.0
1509040107_14v1,E292,항공기관정비기능사,SEL,선택,30,500,360,110,12,한국산업인력공단,항공기 안전관리,v3.0
1509030205_14v1,E292,항공기관정비기능사,SEL,선택,30,500,360,110,12,한국산업인력공단,항공기가스터빈엔진 부품세척,v3.0
1509030206_14v1,E292,항공기관정비기능사,SEL,선택,30,500,360,110,12,한국산업인력공단,항공기가스터빈엔진 부품검사,v3.0
1509030301_14v1,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 외부검사,v3.0
1509030304_14v1,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 냉각계통 점검,v3.0
1509030306_14v1,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기왕복엔진 시동계통 점검,v3.0
1509030102_14v1,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기 측정작업,v3.0
1509040108_16v2,E292,항공기관정비기능사,SEL,선택,45,500,360,110,12,한국산업인력공단,항공기자재·보급관리,v3.0
1509030102_14v1,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공기 측정작업,v1.0
1509030607_17v2,E293,항공장비정비기능사,MAND,필수,60,600,390,180,30,한국산업인력공단,항공기 계기계통 점검,v1.0
1509030606_14v1,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공기 조명계통 점검,v1.0
1509030604_14v1,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공기 화재방지계통 점검,v1.0
1509030603_17v2,E293,항공장비정비기능사,MAND,필수,60,600,390,180,30,한국산업인력공단,항공기 전기계통 점검,v1.0
1509030601_14v1,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공 전기·전자 기본 작업,v1.0
1509030508_14v1,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공기 산소계통 점검,v1.0
1509030101_17v3,E293,항공장비정비기능사,MAND,필수,45,600,390,180,30,한국산업인력공단,항공기기체 기본작업,v1.0
1509030506_16v2,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기 제빙·방빙·제우계통 점검,v1.0
1509030504_16v2,E293,항공장비정비기능사,SEL,선택,60,600,390,180,30,한국산업인력공단,항공기 연료계통 점검,v1.0
1509030602_17v2,E293,항공장비정비기능사,SEL,선택,60,600,390,180,30,한국산업인력공단,항공기 자동비행계통 점검,v1.0
1509030502_14v1,E293,항공장비정비기능사,SEL,선택,60,600,390,180,30,한국산업인력공단,항공기 공기조화계통 점검,v1.0
1509040108_16v2,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기자재·보급관리,v1.0
1509040107_14v1,E293,항공장비정비기능사,SEL,선택,45,600,390,180,30,한국산업인력공단,항공기 안전관리,v1.0
