학교명,학과명,시도,고교유형,졸업자수,취업률,진학률,조사연도
"미래고등학교","모바일전자과","강원","특성화고(직업)",36,38.9,36.1,2025
"동광산업과학고등학교","기계과","강원","특성화고(직업)",3,0,100,2025
"동광산업과학고등학교","자동차산업과","강원","특성화고(직업)",15,20,20,2025
"동광산업과학고등학교","원예과","강원","특성화고(직업)",4,25,25,2025
"동광산업과학고등학교","조리과학과","강원","특성화고(직업)",20,15,70,2025
"춘천기계공업고등학교","산업설비과","강원","특성화고(직업)",32,12.5,31.3,2025
"춘천기계공업고등학교","건축토목과","강원","특성화고(직업)",38,10.5,63.2,2025
"춘천기계공업고등학교","기계과","강원","특성화고(직업)",54,35.2,46.3,2025
"춘천기계공업고등학교","스마트금형과","강원","특성화고(직업)",25,20,60,2025
"춘천기계공업고등학교","자동차과","강원","특성화고(직업)",35,25.7,42.9,2025
"춘천기계공업고등학교","전기과","강원","특성화고(직업)",40,15,65,2025
"한국항공고등학교","특수기계과","강원","특성화고(직업)",14,7.1,0,2025
"한국항공고등학교","자동차과","강원","특성화고(직업)",11,54.5,36.4,2025
"한국항공고등학교","전기과","강원","특성화고(직업)",8,0,75,2025
"한국항공고등학교","자동화기계과","강원","특성화고(직업)",10,10,50,2025
"화천정보산업고등학교","행정정보과","강원","특성화고(직업)",14,0,64.3,2025
"화천정보산업고등학교","전기과","강원","특성화고(직업)",9,0,77.8,2025
"화천정보산업고등학교","AI‧게임개발과","강원","특성화고(직업)",9,11.1,88.9,2025
"정선정보공업고등학교","금융정보과","강원","특성화고(직업)",4,75,0,2025
"정선정보공업고등학교","토목과","강원","특성화고(직업)",8,37.5,25,2025
"정선정보공업고등학교","정보처리과","강원","특성화고(직업)",11,45.5,36.4,2025
"강릉중앙고등학교","조경과","강원","특성화고(직업)",16,0,62.5,2025
"강릉중앙고등학교","건설디자인과","강원","특성화고(직업)",19,10.5,57.9,2025
"강릉중앙고등학교","기계과","강원","특성화고(직업)",26,3.8,53.8,2025
"강릉중앙고등학교","항공기계과","강원","특성화고(직업)",35,17.1,45.7,2025
"강릉중앙고등학교","전기과","강원","특성화고(직업)",36,36.1,30.6,2025
"강릉중앙고등학교","전자과","강원","특성화고(직업)",14,0,78.6,2025
"도계전산정보고등학교","경영정보과","강원","특성화고(직업)",7,42.9,42.9,2025
"동해상업고등학교","부사관경영과","강원","특성화고(직업)",13,23.1,30.8,2025
"동해상업고등학교","금융회계과","강원","특성화고(직업)",3,0,100,2025
"동해상업고등학교","광고디자인과","강원","특성화고(직업)",9,11.1,44.4,2025
"원주금융회계고등학교","금융회계과","강원","특성화고(직업)",27,66.7,7.4,2025
"황지정보산업고등학교","스마트비즈니스과","강원","특성화고(직업)",9,22.2,66.7,2025
"황지정보산업고등학교","회계금융과","강원","특성화고(직업)",11,18.2,54.5,2025
"황지정보산업고등학교","디지털컨텐츠과","강원","특성화고(직업)",15,0,93.3,2025
"강원생활과학고등학교","보건간호과","강원","특성화고(직업)",13,23.1,69.2,2025
"강원생활과학고등학교","미용예술과","강원","특성화고(직업)",36,72.2,16.7,2025
"춘천한샘고등학교","스마트경영과","강원","특성화고(직업)",18,5.6,77.8,2025
"춘천한샘고등학교","융합소프트웨어과","강원","특성화고(직업)",19,15.8,73.7,2025
"춘천한샘고등학교","조리과","강원","특성화고(직업)",20,25,70,2025
"춘천한샘고등학교","디자인콘텐츠과","강원","특성화고(직업)",18,16.7,83.3,2025
"춘천한샘고등학교","뷰티패션과","강원","특성화고(직업)",35,45.7,42.9,2025
"춘천한샘고등학교","바이오코스메틱과","강원","특성화고(직업)",14,28.6,42.9,2025
"강릉정보공업고등학교","그린자동차과","강원","특성화고(직업)",5,20,60,2025
"강릉정보공업고등학교","신재생에너지과","강원","특성화고(직업)",3,33.3,33.3,2025
"강릉정보공업고등학교","소프트웨어과","강원","특성화고(직업)",15,6.7,66.7,2025
"강릉정보공업고등학교","조리제빵과","강원","특성화고(직업)",20,25,50,2025
"강릉정보공업고등학교","미용디자인과","강원","특성화고(직업)",11,72.7,0,2025
"청주농업고등학교","농업유통정보과","충북","특성화고(직업)",20,30,60,2024
"청주농업고등학교","조경과","충북","특성화고(직업)",21,0,81,2025
"청주농업고등학교","농업토목과","충북","특성화고(직업)",22,9.1,63.6,2025
"청주농업고등학교","농업기계과","충북","특성화고(직업)",20,20,50,2024
"청주농업고등학교","생활원예과","충북","특성화고(직업)",20,10,65,2025
"청주농업고등학교","동물자원과","충북","특성화고(직업)",22,18.2,68.2,2025
"청주농업고등학교","산림환경자원과","충북","특성화고(직업)",21,4.8,66.7,2025
"청주농업고등학교","식품가공과","충북","특성화고(직업)",40,22.5,52.5,2025
"청주농업고등학교","바이오뷰티산업과","충북","특성화고(직업)",19,10.5,57.9,2024
"충북생명산업고등학교","화훼경영과","충북","특성화고(직업)",19,5.3,73.7,2025
"충북생명산업고등학교","과수경영과","충북","특성화고(직업)",19,10.5,78.9,2025
"충북생명산업고등학교","채소경영과","충북","특성화고(직업)",19,10.5,57.9,2025
"충북생명산업고등학교","특용원예과","충북","특성화고(직업)",12,8.3,66.7,2025
"영동산업과학고등학교","융합기계과","충북","특성화고(직업)",16,18.8,25,2025
"영동산업과학고등학교","바이오식품과","충북","특성화고(직업)",16,25,43.8,2025
"영동산업과학고등학교","골프과","충북","특성화고(직업)",9,11.1,66.7,2025
"청주공업고등학교","융합설비과","충북","특성화고(직업)",40,22.5,50,2025
"청주공업고등학교","기계설계과","충북","특성화고(직업)",43,18.6,67.4,2025
"청주공업고등학교","항공기계과","충북","특성화고(직업)",38,23.7,42.1,2024
"청주공업고등학교","정밀가공기계과","충북","특성화고(직업)",42,28.6,52.4,2024
"청주공업고등학교","전기에너지과","충북","특성화고(직업)",44,20.5,43.2,2024
"청주공업고등학교","컴퓨터전자과","충북","특성화고(직업)",43,34.9,48.8,2025
"청주공업고등학교","화학공업과","충북","특성화고(직업)",38,15.8,60.5,2025
"청주하이텍고등학교","정밀기계과","충북","특성화고(직업)",39,20.5,48.7,2025
"청주하이텍고등학교","전기전자과","충북","특성화고(직업)",37,13.5,67.6,2025
"청주하이텍고등학교","자동화시스템과","충북","특성화고(직업)",41,31.7,48.8,2025
"충북공업고등학교","정밀기계과","충북","특성화고(직업)",54,29.6,38.9,2025
"충북공업고등학교","금형과","충북","특성화고(직업)",55,32.7,54.5,2025
"충북공업고등학교","전기전자과","충북","특성화고(직업)",57,22.8,66.7,2025
"충북공업고등학교","생산자동화설비과","충북","특성화고(직업)",55,18.2,54.5,2025
"충주공업고등학교","토목시스템과","충북","특성화고(직업)",32,25,40.6,2025
"충주공업고등학교","시스템전자과","충북","특성화고(직업)",38,23.7,47.4,2025
"충주공업고등학교","자동화기계과","충북","특성화고(직업)",40,37.5,35,2025
"충주공업고등학교","건축디자인과","충북","특성화고(직업)",14,28.6,42.9,2025
"제천디지털전자고등학교","전기전자과","충북","특성화고(직업)",9,11.1,55.6,2025
"제천디지털전자고등학교","IT전자과","충북","특성화고(직업)",7,0,71.4,2025
"제천디지털전자고등학교","보건간호과","충북","특성화고(직업)",11,0,100,2025
"제천산업고등학교","기계과","충북","특성화고(직업)",47,19.1,57.4,2025
"제천산업고등학교","전기제어과","충북","특성화고(직업)",17,11.8,64.7,2025
"제천산업고등학교","뷰티미용과","충북","특성화고(직업)",20,15,50,2025
"증평공업고등학교","건축인테리어과","충북","특성화고(직업)",18,22.2,27.8,2025
"증평공업고등학교","컴퓨터전자과","충북","특성화고(직업)",11,36.4,18.2,2025
"증평공업고등학교","건설정보과","충북","특성화고(직업)",21,0,52.4,2024
"증평공업고등학교","디자인과","충북","특성화고(직업)",13,0,76.9,2025
"충북상업정보고등학교","창업경영과","충북","특성화고(직업)",51,13.7,72.5,2025
"충북상업정보고등학교","사무행정과","충북","특성화고(직업)",48,14.6,60.4,2025
"충북상업정보고등학교","항공물류서비스과","충북","특성화고(직업)",35,20,60,2025
"대성여자상업고등학교","사무경영정보과","충북","특성화고(직업)",73,21.9,53.4,2025
"대성여자상업고등학교","금융정보과","충북","특성화고(직업)",58,25.9,46.6,2025
"대성여자상업고등학교","회계정보과","충북","특성화고(직업)",54,20.4,63,2025
"청주여자상업고등학교","금융정보과","충북","특성화고(직업)",80,6.3,81.3,2025
"청주여자상업고등학교","경영회계과","충북","특성화고(직업)",78,19.2,67.9,2025
"충북산업과학고등학교","금융회계과","충북","특성화고(직업)",43,32.6,44.2,2025
"충북산업과학고등학교","의료전자과","충북","특성화고(직업)",44,20.5,65.9,2025
"충주상업고등학교","경영관리과","충북","특성화고(직업)",39,12.8,64.1,2025
"충주상업고등학교","관광레저과","충북","특성화고(직업)",18,38.9,16.7,2025
"충주상업고등학교","경영회계과","충북","특성화고(직업)",39,23.1,51.3,2025
"충주상업고등학교","스마트 IT과","충북","특성화고(직업)",21,38.1,52.4,2025
"충주상업고등학교","외식조리과","충북","특성화고(직업)",20,65,15,2025
"한림디자인고등학교","경영회계과","충북","특성화고(직업)",17,11.8,64.7,2025
"한림디자인고등학교","뷰티디자인과","충북","특성화고(직업)",35,48.6,25.7,2025
"한림디자인고등학교","시각디자인과","충북","특성화고(직업)",41,2.4,70.7,2025
"한림디자인고등학교","패션디자인과","충북","특성화고(직업)",18,0,94.4,2025
"한림디자인고등학교","조형디자인과","충북","특성화고(직업)",39,10.3,56.4,2025
"제천상업고등학교","사무행정과","충북","특성화고(직업)",63,12.7,68.3,2025
"제천상업고등학교","금융세무과","충북","특성화고(직업)",41,7.3,68.3,2025
"제천상업고등학교","스포츠경영과","충북","특성화고(직업)",20,5,75,2025
"청주IT과학고등학교","판매관리과","충북","특성화고(직업)",35,2.9,60,2024
"청주IT과학고등학교","사무행정과","충북","특성화고(직업)",33,6.1,75.8,2024
"청주IT과학고등학교","스마트소프트웨어과","충북","특성화고(직업)",52,5.8,61.5,2025
"보은정보고등학교","유통경영과","충북","특성화고(직업)",7,14.3,85.7,2025
"영동미래고등학교","창업경영과","충북","특성화고(직업)",19,10.5,78.9,2025
"영동미래고등학교","금융회계과","충북","특성화고(직업)",17,17.6,76.5,2025
"영동미래고등학교","유통경영과","충북","특성화고(직업)",20,25,45,2025
"영동미래고등학교","보건간호과","충북","특성화고(직업)",17,0,94.1,2025
"진천상업고등학교","창업경영과","충북","특성화고(직업)",42,19,54.8,2025
"진천상업고등학교","사무행정과","충북","특성화고(직업)",42,26.2,40.5,2025
"충북비즈니스고등학교","금융회계과","충북","특성화고(직업)",12,8.3,33.3,2025
"충북비즈니스고등학교","유통마케팅과","충북","특성화고(직업)",25,16,44,2025
"충북비즈니스고등학교","조리과학과","충북","특성화고(직업)",16,43.8,18.8,2025
"충북비즈니스고등학교","뷰티미용과","충북","특성화고(직업)",13,23.1,46.2,2025
"한국호텔관광고등학교","관광비즈니스과","충북","특성화고(직업)",33,33.3,54.5,2025
"한국호텔관광고등학교","호텔외식조리과","충북","특성화고(직업)",21,66.7,14.3,2025
"공주생명과학고등학교","농업경영과","충남","특성화고(직업)",20,35,60,2025
"공주생명과학고등학교","원예경영과","충남","특성화고(직업)",8,12.5,37.5,2024
"공주생명과학고등학교","축산경영과","충남","특성화고(직업)",15,13.3,66.7,2025
"공주생명과학고등학교","농업토목과","충남","특성화고(직업)",3,0,33.3,2024
"공주생명과학고등학교","농업기계과","충남","특성화고(직업)",10,30,10,2025
"공주생명과학고등학교","식품가공과","충남","특성화고(직업)",35,37.1,22.9,2025
"금산산업고등학교","금융회계과","충남","특성화고(직업)",21,14.3,61.9,2024
"금산산업고등학교","자동제어과","충남","특성화고(직업)",13,30.8,23.1,2024
"금산산업고등학교","식물자원과","충남","특성화고(직업)",17,17.6,35.3,2024
"주산산업고등학교","조경과","충남","특성화고(직업)",14,21.4,57.1,2025
"주산산업고등학교","건설시스템과","충남","특성화고(직업)",15,20,66.7,2025
"주산산업고등학교","자동차기계과","충남","특성화고(직업)",14,50,28.6,2025
"주산산업고등학교","식품제조과","충남","특성화고(직업)",17,58.8,11.8,2025
"천안제일고등학교","산업유통과","충남","특성화고(직업)",16,6.3,56.3,2024
"천안제일고등학교","원예조경과","충남","특성화고(직업)",18,16.7,61.1,2024
"천안제일고등학교","농공과","충남","특성화고(직업)",18,5.6,33.3,2024
"천안제일고등학교","동물자원과","충남","특성화고(직업)",41,22,43.9,2024
"천안제일고등학교","식품가공과","충남","특성화고(직업)",45,24.4,48.9,2024
"홍성공업고등학교","기계과","충남","특성화고(직업)",13,23.1,38.5,2025
"홍성공업고등학교","전기과","충남","특성화고(직업)",31,38.7,54.8,2025
"논산공업고등학교","건축토목과","충남","특성화고(직업)",14,42.9,50,2024
"논산공업고등학교","항공기계과","충남","특성화고(직업)",35,40,48.6,2024
"논산공업고등학교","전기과","충남","특성화고(직업)",29,31,20.7,2024
"논산공업고등학교","식품응용화학과","충남","특성화고(직업)",26,19.2,30.8,2024
"부여전자고등학교","전기과","충남","특성화고(직업)",15,40,33.3,2025
"부여전자고등학교","전자과","충남","특성화고(직업)",14,42.9,42.9,2025
"예산전자공업고등학교","디지털전자과","충남","특성화고(직업)",23,60.9,21.7,2024
"예산전자공업고등학교","전기제어과","충남","특성화고(직업)",25,36,36,2024
"예산전자공업고등학교","정보통신과","충남","특성화고(직업)",24,12.5,12.5,2024
"서산공업고등학교","정밀기계과","충남","특성화고(직업)",37,35.1,29.7,2025
"서산공업고등학교","자동차과","충남","특성화고(직업)",17,5.9,35.3,2025
"서산공업고등학교","화학공업과","충남","특성화고(직업)",47,14.9,63.8,2025
"장항공업고등학교","기계과","충남","특성화고(직업)",19,42.1,42.1,2025
"장항공업고등학교","전기과","충남","특성화고(직업)",15,53.3,20,2025
"금산하이텍고등학교","전기제어과","충남","특성화고(직업)",21,61.9,23.8,2025
"금산하이텍고등학교","자동화기계과","충남","특성화고(직업)",9,66.7,0,2025
"금산하이텍고등학교","식품제조공정과","충남","특성화고(직업)",17,52.9,0,2025
"천안공업고등학교","건축과","충남","특성화고(직업)",41,4.9,48.8,2025
"천안공업고등학교","토목과","충남","특성화고(직업)",31,9.7,45.2,2025
"천안공업고등학교","기계과","충남","특성화고(직업)",73,32.9,23.3,2025
"천안공업고등학교","전기과","충남","특성화고(직업)",70,44.3,34.3,2025
"천안공업고등학교","전자기계과","충남","특성화고(직업)",51,29.4,35.3,2025
"천안공업고등학교","화학공업과","충남","특성화고(직업)",25,36,28,2025
"한국K-POP고등학교","K-POP공연예술과","충남","특성화고(직업)",28,3.6,67.9,2025
"강경상업고등학교","부사관경영과","충남","특성화고(직업)",37,21.6,32.4,2025
"강경상업고등학교","경찰사무행정과","충남","특성화고(직업)",16,12.5,81.3,2025
"강경상업고등학교","금융정보과","충남","특성화고(직업)",9,33.3,44.4,2025
"강경상업고등학교","전산회계정보과","충남","특성화고(직업)",11,45.5,27.3,2025
"충남드론항공고등학교","드론테크과","충남","특성화고(직업)",18,33.3,50,2025
"충남드론항공고등학교","드론비즈과","충남","특성화고(직업)",37,27,48.6,2025
"당진정보고등학교","회계사무과","충남","특성화고(직업)",88,8,70.5,2025
"당진정보고등학교","유통물류과","충남","특성화고(직업)",77,10.4,63.6,2025
"대천여자상업고등학교","경영사무과","충남","특성화고(직업)",40,20,57.5,2025
"대천여자상업고등학교","금융회계과","충남","특성화고(직업)",25,12,76,2025
"대천여자상업고등학교","유통판매과","충남","특성화고(직업)",19,0,63.2,2025
"부여정보고등학교","경영사무과","충남","특성화고(직업)",36,13.9,55.6,2025
"부여정보고등학교","금융회계과","충남","특성화고(직업)",14,0,64.3,2025
"충남인터넷고등학교","글로벌비즈니스과","충남","특성화고(직업)",29,10.3,41.4,2025
"충남인터넷고등학교","SNS마케팅과","충남","특성화고(직업)",14,7.1,71.4,2025
"공주정보고등학교","경영정보과","충남","특성화고(직업)",24,20.8,33.3,2025
"공주정보고등학교","소방안전과","충남","특성화고(직업)",17,17.6,35.3,2025
"공주정보고등학교","보건간호과","충남","특성화고(직업)",15,26.7,60,2025
"논산여자상업고등학교","경영정보과","충남","특성화고(직업)",52,25,57.7,2025
"논산여자상업고등학교","관광비즈니스과","충남","특성화고(직업)",54,27.8,51.9,2025
"논산여자상업고등학교","조리과","충남","특성화고(직업)",19,63.2,15.8,2025
"서천여자정보고등학교","e-shop경영과","충남","특성화고(직업)",11,9.1,54.5,2025
"서천여자정보고등학교","융합미디어과","충남","특성화고(직업)",18,27.8,66.7,2025
"서천여자정보고등학교","뷰티디자인과S","충남","특성화고(직업)",18,27.8,44.4,2024
"예산예화여자고등학교","e-비즈니스과","충남","특성화고(직업)",29,17.2,62.1,2025
"예산예화여자고등학교","외식조리과","충남","특성화고(직업)",37,54.1,37.8,2025
"예산예화여자고등학교","디지털영상과","충남","특성화고(직업)",37,18.9,78.4,2025
"천안상업고등학교","사무회계과","충남","특성화고(직업)",105,28.6,41.9,2025
"천안상업고등학교","물류유통과","충남","특성화고(직업)",61,16.4,42.6,2025
"천안상업고등학교","디자인콘텐츠과","충남","특성화고(직업)",81,23.5,48.1,2024
"천안여자상업고등학교","비즈니스정보과","충남","특성화고(직업)",77,37.7,28.6,2025
"천안여자상업고등학교","금융정보과","충남","특성화고(직업)",60,41.7,31.7,2025
"천안여자상업고등학교","국제통상과","충남","특성화고(직업)",66,31.8,43.9,2025
"충남해양과학고등학교","동력기계과","충남","특성화고(직업)",17,23.5,29.4,2025
"충남해양과학고등학교","냉동공조과","충남","특성화고(직업)",17,17.6,64.7,2025
"충남해양과학고등학교","자영수산과","충남","특성화고(직업)",18,16.7,61.1,2025
"충남해양과학고등학교","해양생산과","충남","특성화고(직업)",17,23.5,29.4,2025
"병천고등학교","조리과","충남","특성화고(직업)",70,38.6,45.7,2025
"병천고등학교","미용과","충남","특성화고(직업)",57,47.4,21.1,2025
"성환고등학교","관광경영과","충남","특성화고(직업)",41,19.5,39,2025
"성환고등학교","보건간호과","충남","특성화고(직업)",65,18.5,70.8,2025
"한국한방고등학교","한방생명과학과","전북","특성화고(직업)",19,21.1,52.6,2025
"한국한방고등학교","보건간호과","전북","특성화고(직업)",20,15,55,2025
"남원용성고등학교","농업토목과","전북","특성화고(직업)",11,0,72.7,2025
"남원용성고등학교","전기제어과","전북","특성화고(직업)",16,0,56.3,2025
"남원용성고등학교","자동화기계과","전북","특성화고(직업)",11,18.2,45.5,2025
"남원용성고등학교","식물자원과","전북","특성화고(직업)",10,10,50,2025
"전북베이커리고등학교","첨단농기계과","전북","특성화고(직업)",8,37.5,37.5,2024
"전북베이커리고등학교","식품가공과","전북","특성화고(직업)",18,11.1,50,2025
"전북펫고등학교","특수용접과","전북","특성화고(직업)",4,0,50,2025
"한국치즈과학고등학교","치즈N조리과","전북","특성화고(직업)",32,3.1,50,2025
"전주생명과학고등학교","식물과학과","전북","특성화고(직업)",49,2,67.3,2025
"전주생명과학고등학교","반려동물과","전북","특성화고(직업)",15,0,46.7,2025
"전주생명과학고등학교","환경산업과","전북","특성화고(직업)",28,10.7,53.6,2025
"전주생명과학고등학교","식품과학과","전북","특성화고(직업)",60,23.3,51.7,2025
"정읍제일고등학교","기계과","전북","특성화고(직업)",12,41.7,58.3,2025
"정읍제일고등학교","산업기계과","전북","특성화고(직업)",12,16.7,58.3,2025
"정읍제일고등학교","바이오식품산업과","전북","특성화고(직업)",11,0,54.5,2025
"전북하이텍고등학교","부사관전기과","전북","특성화고(직업)",20,20,50,2024
"전북하이텍고등학교","드론항공과","전북","특성화고(직업)",12,8.3,66.7,2024
"전북하이텍고등학교","도제기계과","전북","특성화고(직업)",21,9.5,81,2024
"이리공업고등학교","건축과","전북","특성화고(직업)",16,6.3,37.5,2025
"이리공업고등학교","토목과","전북","특성화고(직업)",6,16.7,33.3,2025
"이리공업고등학교","기계과","전북","특성화고(직업)",32,37.5,21.9,2025
"이리공업고등학교","전기과","전북","특성화고(직업)",34,26.5,64.7,2025
"이리공업고등학교","전자통신과","전북","특성화고(직업)",24,37.5,33.3,2025
"이리공업고등학교","바이오화학과","전북","특성화고(직업)",24,12.5,50,2025
"전북유니텍고등학교","자동차기계과","전북","특성화고(직업)",18,27.8,55.6,2025
"전북유니텍고등학교","조리제빵과","전북","특성화고(직업)",13,23.1,53.8,2025
"전주공업고등학교","건축과","전북","특성화고(직업)",37,16.2,48.6,2025
"전주공업고등학교","토목과","전북","특성화고(직업)",39,53.8,23.1,2025
"전주공업고등학교","기계과","전북","특성화고(직업)",33,15.2,54.5,2025
"전주공업고등학교","자동차과","전북","특성화고(직업)",35,37.1,37.1,2025
"전주공업고등학교","전기과","전북","특성화고(직업)",36,22.2,50,2025
"전주공업고등학교","전자과","전북","특성화고(직업)",35,14.3,62.9,2025
"줄포자동차공업고등학교","자동차과","전북","특성화고(직업)",33,42.4,18.2,2024
"한국기술부사관고등학교","기계과","전북","특성화고(직업)",24,12.5,12.5,2025
"한국기술부사관고등학교","전기과","전북","특성화고(직업)",25,12,28,2025
"칠보고등학교","전기과","전북","특성화고(직업)",4,25,25,2025
"강호항공고등학교","항공경영서비스과","전북","특성화고(직업)",31,25.8,54.8,2025
"강호항공고등학교","항공정비과","전북","특성화고(직업)",39,10.3,7.7,2025
"강호항공고등학교","항공전기전자과","전북","특성화고(직업)",36,13.9,30.6,2025
"강호항공고등학교","항공기계과","전북","특성화고(직업)",36,8.3,38.9,2025
"한국게임과학고등학교","컴퓨터게임개발과","전북","특성화고(직업)",14,0,92.9,2025
"한국게임과학고등학교","소셜미디어개발과","전북","특성화고(직업)",9,0,55.6,2025
"군산여자상업고등학교","창업경영과","전북","특성화고(직업)",42,4.8,61.9,2025
"군산여자상업고등학교","금융정보과","전북","특성화고(직업)",22,18.2,36.4,2025
"군산여자상업고등학교","경영회계과","전북","특성화고(직업)",41,0,48.8,2025
"전주상업정보고등학교","금융정보과","전북","특성화고(직업)",62,4.8,64.5,2025
"전주상업정보고등학교","회계정보과","전북","특성화고(직업)",64,4.7,79.7,2025
"완산여자고등학교","관광서비스과","전북","특성화고(직업)",34,14.7,64.7,2025
"완산여자고등학교","금융통상과","전북","특성화고(직업)",9,11.1,77.8,2025
"완산여자고등학교","재무회계과","전북","특성화고(직업)",10,20,60,2025
"진경여자고등학교","경영사무과","전북","특성화고(직업)",8,0,87.5,2025
"진경여자고등학교","국제무역과","전북","특성화고(직업)",8,25,50,2025
"진경여자고등학교","조리제빵과","전북","특성화고(직업)",16,25,68.8,2025
"진경여자고등학교","토탈뷰티과","전북","특성화고(직업)",26,11.5,61.5,2025
"원광보건고등학교","창업경영과","전북","특성화고(직업)",30,3.3,83.3,2025
"원광보건고등학교","회계금융과","전북","특성화고(직업)",22,9.1,86.4,2025
"원광보건고등학교","미술과","전북","특성화고(직업)",20,0,90,2025
"원광보건고등학교","음악과","전북","특성화고(직업)",28,0,85.7,2025
"덕암정보고등학교","금융정보과","전북","특성화고(직업)",39,7.7,53.8,2025
"덕암정보고등학교","드론과","전북","특성화고(직업)",19,15.8,36.8,2025
"덕암정보고등학교","조리미용과","전북","특성화고(직업)",92,21.7,50,2025
"남원제일고등학교","조리제빵과","전북","특성화고(직업)",24,8.3,54.2,2025
"남원제일고등학교","목공예과","전북","특성화고(직업)",5,40,40,2025
"남원제일고등학교","미용과","전북","특성화고(직업)",17,17.6,52.9,2025
"글로벌학산고등학교","정보산업","전북","특성화고(직업)",11,18.2,81.8,2025
"글로벌학산고등학교","제과제빵과","전북","특성화고(직업)",13,23.1,53.8,2025
"글로벌학산고등학교","호텔조리과","전북","특성화고(직업)",15,6.7,60,2025
"글로벌학산고등학교","보건간호과","전북","특성화고(직업)",13,7.7,92.3,2025
"글로벌학산고등학교","헤어미용과","전북","특성화고(직업)",16,50,31.3,2025
"호남원예고등학교","원예과","전남","특성화고(직업)",76,13.2,73.7,2025
"전남자연과학고등학교","환경조경과","전남","특성화고(직업)",21,33.3,52.4,2024
"전남자연과학고등학교","식품가공과","전남","특성화고(직업)",22,18.2,72.7,2024
"한국말산업고등학교","말산업육성과","전남","특성화고(직업)",6,0,83.3,2025
"목포공업고등학교","건축과","전남","특성화고(직업)",37,21.6,62.2,2025
"목포공업고등학교","토목과","전남","특성화고(직업)",37,27,37.8,2025
"목포공업고등학교","기계과","전남","특성화고(직업)",32,21.9,40.6,2024
"목포공업고등학교","전기과","전남","특성화고(직업)",41,34.1,53.7,2025
"목포공업고등학교","화공과","전남","특성화고(직업)",16,0,50,2025
"순천공업고등학교","건축과","전남","특성화고(직업)",37,8.1,64.9,2025
"순천공업고등학교","토목과","전남","특성화고(직업)",39,23.1,41,2025
"순천공업고등학교","기계과","전남","특성화고(직업)",58,17.2,56.9,2025
"순천공업고등학교","자동차과","전남","특성화고(직업)",20,15,55,2025
"순천공업고등학교","전기과","전남","특성화고(직업)",41,17.1,63.4,2025
"순천공업고등학교","화공과","전남","특성화고(직업)",37,10.8,59.5,2025
"담양공업고등학교","건설디자인과","전남","특성화고(직업)",15,20,73.3,2025
"담양공업고등학교","자동차기계과","전남","특성화고(직업)",10,60,20,2025
"담양공업고등학교","광전자과","전남","특성화고(직업)",17,17.6,58.8,2024
"해남공업고등학교","건축과","전남","특성화고(직업)",19,0,100,2025
"해남공업고등학교","기계과","전남","특성화고(직업)",24,4.2,58.3,2025
"해남공업고등학교","전기과","전남","특성화고(직업)",28,10.7,71.4,2025
"해남공업고등학교","전자과","전남","특성화고(직업)",28,10.7,78.6,2025
"해남공업고등학교","화공과","전남","특성화고(직업)",29,3.4,62.1,2025
"구림공업고등학교","한옥건축과","전남","특성화고(직업)",13,7.7,76.9,2025
"구림공업고등학교","기계과","전남","특성화고(직업)",13,0,84.6,2025
"구림공업고등학교","전기전자과","전남","특성화고(직업)",17,0,82.4,2025
"전남에너지고등학교","전자과","전남","특성화고(직업)",5,0,60,2025
"전남에너지고등학교","정보통신과","전남","특성화고(직업)",12,0,83.3,2024
"영광전자고등학교","전자과","전남","특성화고(직업)",11,9.1,27.3,2025
"고흥도화고등학교","전기전자과","전남","특성화고(직업)",14,28.6,28.6,2025
"순천미래과학고등학교","전자기기과","전남","특성화고(직업)",21,28.6,47.6,2025
"순천미래과학고등학교","해킹보안과","전남","특성화고(직업)",18,22.2,55.6,2025
"순천미래과학고등학교","바이오향장과","전남","특성화고(직업)",18,16.7,50,2025
"전남미래자동차고등학교","경영정보과","전남","특성화고(직업)",10,0,40,2024
"전남미래자동차고등학교","기계자동차과","전남","특성화고(직업)",24,4.2,41.7,2025
"여수공업고등학교","드론공간정보과","전남","특성화고(직업)",33,12.1,60.6,2025
"여수공업고등학교","기계과","전남","특성화고(직업)",90,23.3,54.4,2025
"여수공업고등학교","기계자동차과","전남","특성화고(직업)",37,45.9,37.8,2025
"여수공업고등학교","전기과","전남","특성화고(직업)",59,18.6,47.5,2025
"나주공업고등학교","기계과","전남","특성화고(직업)",39,51.3,30.8,2025
"나주공업고등학교","디지털금형과","전남","특성화고(직업)",35,54.3,20,2024
"나주공업고등학교","전기과","전남","특성화고(직업)",38,42.1,18.4,2025
"나주상업고등학교","사무행정과","전남","특성화고(직업)",24,33.3,50,2025
"나주상업고등학교","금융회계과","전남","특성화고(직업)",25,8,60,2025
"병영상업고등학교","사무행정과","전남","특성화고(직업)",14,14.3,57.1,2025
"법성고등학교","인터넷쇼핑몰과","전남","특성화고(직업)",9,0,44.4,2025
"법성고등학교","보건경영과","전남","특성화고(직업)",17,0,88.2,2025
"삼계부사관고등학교","부사관학과","전남","특성화고(직업)",36,47.2,16.7,2025
"신안해양과학고등학교","자영수산과","전남","특성화고(직업)",36,13.9,66.7,2025
"여수해양과학고등학교","해양레저관광과","전남","특성화고(직업)",11,18.2,72.7,2025
"여수해양과학고등학교","자영수산과","전남","특성화고(직업)",11,45.5,36.4,2025
"전남조리과학고등학교","조리과","전남","특성화고(직업)",54,37,44.4,2025
